-0.054812, -0.056041, 0.005682, -0.008331, -0.051773, 0.053599, 0.006013, 0.061217, -0.056724, 0.062149, -0.067123, -0.008766, -0.046923, -0.065383, -0.075235, -0.007951, -0.051008, 0.024844, 0.008511, -0.029468, 0.027330, 0.041876, 0.018709, -0.041254, 0.016699, -0.050514, 0.003919, 0.018862, -0.028105, 0.005152, 0.006959, -0.040105, 0.070883, 0.082646, 0.023905, -0.016233, -0.079858, -0.046759, -0.008011, -0.061460, 0.064461, -0.044870, -0.045143, -0.030703, -0.054436, -0.029240, 0.037754, -0.071574, 0.010048, 0.052834, -0.065451, 0.033378, -0.026544, 0.066440, -0.020949, 0.017421, 0.061656, 0.049440, 0.014520, -0.050278, -0.011293, 0.024481, -0.024271, -0.048553
0.009441, -0.019195, -0.019824, -0.049142, 0.025113, -0.055992, 0.002387, -0.067653, 0.049791, -0.049214, -0.071925, -0.006607, 0.039307, 0.056813, -0.022649, 0.031783, 0.026810, -0.023147, -0.009975, 0.033982, -0.051665, 0.008792, -0.046186, -0.052700, -0.054556, -0.062794, -0.008787, 0.067115, -0.028354, 0.001908, 0.058349, -0.068712, -0.065351, -0.044593, -0.079829, -0.006618, 0.074434, -0.046538, 0.024846, -0.004562, -0.067912, -0.022845, -0.010646, -0.007650, 0.047047, 0.076582, -0.023919, -0.057278, 0.048331, -0.000093, 0.068772, -0.042740, 0.040453, -0.056533, -0.011369, 0.078912, -0.082091, 0.051778, -0.080096, 0.075746, 0.062897, -0.029688, -0.028389, 0.031323
-0.026096, 0.055335, -0.008568, 0.083212, -0.013080, 0.021115, 0.064208, -0.006311, 0.063127, -0.069012, -0.029847, 0.059696, 0.029120, -0.072543, -0.053331, -0.056644, 0.080226, -0.055720, -0.017588, -0.058986, 0.079739, 0.020109, -0.046612, 0.070678, -0.014739, 0.039495, -0.037815, -0.037159, 0.083209, 0.024651, -0.082526, 0.028745, -0.005269, -0.044781, -0.026676, -0.072531, 0.025274, -0.026440, -0.036048, -0.081004, -0.019664, 0.029441, -0.004056, 0.037651, 0.071063, -0.007068, -0.006353, 0.077225, 0.045577, 0.025215, -0.082483, -0.009895, 0.034433, -0.029752, -0.077673, -0.049458, 0.012511, 0.013735, 0.032865, 0.076142, -0.066617, 0.015868, 0.041488, -0.072275
0.039901, -0.004817, 0.042135, -0.060202, 0.060247, -0.079879, -0.017188, 0.043467, 0.004741, -0.024903, 0.053041, -0.037138, -0.046313, -0.024818, -0.075343, 0.034277, 0.032819, 0.074425, -0.013762, -0.049849, -0.077898, 0.036776, -0.058642, 0.051148, 0.025760, -0.064312, -0.045893, 0.034517, -0.024135, -0.042814, -0.051144, 0.062252, -0.058762, -0.059780, -0.058561, 0.043715, 0.009889, -0.065817, -0.070993, -0.046763, -0.031050, -0.003688, 0.074075, 0.076376, -0.053639, 0.035103, 0.055142, 0.008718, -0.081377, -0.021936, -0.058793, 0.060260, 0.032900, 0.002332, 0.060787, -0.067907, -0.027142, -0.074179, 0.071211, 0.052580, 0.027848, -0.008859, -0.018865, 0.071364
0.033816, 0.048236, 0.046030, -0.074363, -0.071055, -0.049080, 0.012465, 0.051658, -0.052693, 0.053861, -0.032000, 0.038172, 0.057323, 0.052969, -0.077568, -0.068536, 0.057474, 0.080809, -0.069584, -0.049201, -0.067637, 0.004055, -0.058795, -0.001765, -0.027493, 0.034152, -0.054446, -0.059693, 0.040476, -0.062157, -0.051402, -0.026330, 0.074410, 0.032394, 0.057407, -0.069035, -0.039130, -0.011591, 0.005508, -0.003260, 0.006405, 0.076440, 0.042833, 0.079223, 0.037492, 0.048115, 0.082236, 0.076364, 0.063055, -0.036958, -0.073211, -0.067496, 0.067812, -0.025265, -0.009921, 0.077896, -0.069704, 0.006503, 0.020354, -0.040570, -0.000635, -0.034651, 0.040969, 0.010981
0.009871, 0.009388, 0.025704, -0.057318, -0.019268, -0.010773, -0.033483, -0.047475, -0.070816, 0.050351, 0.061554, 0.082583, 0.040965, 0.033168, -0.071347, -0.051562, -0.040278, -0.062785, 0.001629, -0.061137, -0.003210, -0.079798, -0.074152, -0.075219, 0.074417, 0.006987, 0.039244, -0.023447, 0.040777, -0.074361, -0.015902, 0.067598, -0.079919, -0.076472, -0.027713, 0.053234, -0.066787, -0.024014, 0.024764, 0.018930, 0.029919, -0.069299, -0.068173, 0.065069, 0.030312, -0.065552, 0.079632, 0.000182, 0.011915, 0.032896, -0.001433, -0.056372, 0.032930, 0.063676, 0.012317, 0.030646, 0.049125, -0.037133, -0.033567, -0.037873, -0.059235, -0.079431, -0.049183, -0.017331
0.059367, -0.078362, -0.056511, -0.061180, -0.003755, 0.026330, -0.022611, -0.049023, 0.064394, -0.013037, -0.036461, 0.005953, 0.038342, -0.021556, -0.074420, 0.083111, -0.052211, 0.034916, 0.048971, -0.062500, 0.075955, 0.044258, -0.031369, 0.042113, 0.082346, -0.078612, -0.011898, -0.080150, -0.042910, -0.009823, 0.063515, 0.043142, 0.045397, 0.042289, -0.040805, 0.027178, 0.080878, -0.072501, 0.050500, -0.070640, 0.078115, 0.035806, 0.075768, -0.070987, 0.058086, -0.009569, 0.009305, -0.021238, -0.011220, 0.037690, -0.071343, -0.071489, -0.052573, 0.056360, -0.068880, -0.030867, -0.082816, 0.046241, -0.075542, 0.025294, -0.027390, 0.028354, -0.021171, 0.070873
0.045248, -0.033076, -0.051499, -0.049558, -0.017066, 0.075962, -0.005791, 0.037792, 0.054287, -0.029060, -0.067797, 0.027081, -0.072087, 0.043685, 0.064696, -0.024791, -0.048212, -0.076008, 0.030451, 0.035032, 0.050309, -0.054330, -0.028730, 0.067945, 0.012655, 0.017970, -0.010179, -0.081476, 0.079114, 0.013718, 0.023511, -0.071570, 0.028506, 0.076310, 0.022600, 0.045283, 0.008533, 0.041610, -0.071356, 0.019273, 0.062727, 0.002952, 0.075252, -0.037421, -0.065389, 0.073036, 0.015826, -0.004140, 0.062614, 0.047222, -0.040027, -0.033832, -0.070412, 0.046870, -0.021660, 0.051870, 0.004694, -0.034937, -0.006582, 0.052496, 0.042800, 0.001593, 0.031665, 0.083478
-0.079796, -0.077733, 0.058038, 0.009319, -0.023862, -0.070203, -0.051216, 0.053005, -0.028144, 0.008748, -0.017446, -0.019686, -0.063861, 0.030676, 0.007320, 0.044210, -0.070775, -0.020030, 0.044219, 0.064545, 0.046755, 0.026075, -0.030926, 0.003529, -0.050014, -0.077538, 0.045793, -0.076564, -0.050965, 0.046505, 0.051084, -0.033327, -0.080551, -0.012265, -0.066646, -0.021754, -0.080140, 0.048129, 0.083238, 0.071874, -0.040017, -0.058817, 0.009525, 0.030132, -0.052628, -0.060109, -0.021381, 0.040401, 0.067070, 0.050148, -0.034514, -0.069282, -0.081446, -0.054877, -0.052299, -0.055119, 0.027149, -0.050041, 0.067036, 0.068467, -0.005350, -0.038699, 0.021137, -0.022504
-0.040909, 0.024930, 0.036939, -0.045965, -0.001579, -0.006432, 0.075947, -0.057390, -0.064969, 0.015959, -0.078862, -0.058810, 0.079034, 0.055356, -0.002127, -0.020535, -0.061542, -0.066123, -0.019616, -0.054618, -0.019675, 0.072512, -0.038012, -0.057751, 0.068915, 0.010857, 0.061804, 0.054557, 0.011935, -0.081122, 0.025896, 0.074406, 0.056871, 0.055766, 0.073173, -0.063613, -0.006028, 0.001132, -0.025621, -0.011924, -0.052525, -0.043644, -0.062644, 0.070449, 0.036662, 0.011876, 0.015340, 0.039809, 0.078439, -0.020255, -0.017391, -0.016534, 0.048244, 0.036568, 0.006245, -0.020551, -0.059293, 0.001011, -0.016761, -0.054818, 0.065213, -0.037843, -0.070845, 0.031800
